query_label	db	uid	accession	title	organism	sample_count	publication_date	url	priority	score	recommended_action	matched_queries	summary
plant_single_cell_gds	gds	200086985	GSE86985	REGION-SPECIFIC NEURAL STEM CELL LINEAGES REVEALED BY SINGLE-CELL RNA-SEQ FROM HUMAN EMBRYONIC STEM CELLS [population]	Homo sapiens	26	2016/09/30	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE86985	C	2	out-of-scope non-plant organism unless manual review overrides	plant_single_cell_gds	During development of the human brain, multiple cell types with diverse regional identities are generated. Here we report a system to generate early human brain forebrain and mid/hindbrain cell types from human embryonic stem cells (hESCs), and infer and experimentally confirm a lineage tree for the generation of these types based on single-cell RNA-Seq analysis. We engineered SOX2Cit/+ and DCXCit/Y hESC lines to target progenitors and neurons throughout neural differentiation for single-cell transcriptomic profiling, then identified discrete cell types consisting of both rostral (cortical) and caudal (mid/hindbrain) identities. Direct comparison of the cell types were made to primary tissues using gene expression atlases and fetal human brain single-cell gene expression data, and this established that the cell types resembled early human brain cell types, including preplate cells. Fr...
plant_single_cell_gds	gds	200089549	GSE89549	RNA-Seq Analysis of the Transcriptomes of Tomato+ and Tomato- HNSCC cells	Mus musculus	4	2017/07/10	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE89549	C	2	manual review	plant_single_cell_gds	The role of this study is to compare the global gene expression profiles between Bmi1+ Cancer stem cells and Bmi1- cancer cells
plant_single_cell_gds	gds	200094957	GSE94957	Mitochondrial dsRNA triggers antiviral signalling in humans	Homo sapiens	9	2018/05/03	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE94957	C	2	out-of-scope non-plant organism unless manual review overrides	plant_single_cell_gds	Mitochondria are descendants of endosymbiotic bacteria and retain essential prokaryotic features such as a compact circular genome. Consequently, in mammals, mitochondrial DNA is subjected to bidirectional transcription that generates overlapping transcripts capable of forming long double-stranded RNA structures. However, to our knowledge, mitochondrial double-stranded RNA has not been previously characterized in vivo. Here, we describe the presence of a highly unstable native mitochondrial double-stranded RNA species at single cell level and identify keyroles for the degradosome components, mitochondrial dsRNA helicase SUV3 and polynucleotide phosphorylase PNPase in restricting the levels of mitochondrial double-stranded RNA. Loss of either enzyme results in massive accumulation of mitochondrial double-stranded RNA that escapes into the cytoplasm in a PNPase-dependent manner. This pr...
plant_single_cell_gds	gds	200097178	GSE97178	Hybrid stomach-intestinal chromatin states underlie human Barrett’s metaplasia	Homo sapiens	40	2021/06/03	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE97178	C	2	out-of-scope non-plant organism unless manual review overrides	plant_single_cell_gds	Background & Aims: Tissue metaplasia is uncommon in adults because established cis-element programs resist rewiring. In Barrett’s esophagus, the distal esophageal mucosa acquires predominantly intestinal character, with notable gastric features, and is predisposed to develop invasive cancers. We sought to understand the chromatin underpinnings of Barrett’s metaplasia and why it commonly displays simultaneous gastric and intestinal properties. Methods: We profiled cis-regulatory elements with active histone modifications in primary human biopsy materials using chromatin immunoprecipitation followed by DNA sequencing (ChIP-seq). Mutations in Barrett’s esophagus were examined in relation to tissue-specific enhancer landscapes using a random-forest machine learning algorithm. We also profiled open chromatin at single-cell resolution in primary Barrett’s biopsy specimens using the assay fo...
plant_single_cell_gds	gds	200098145	GSE98145	Sperm cells are passive cargo of the pollen tube in plant fertilization	Arabidopsis thaliana	2	2017/05/01	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE98145	C	2	manual review	plant_single_cell_gds	Sperm cells of seed plants have lost their motility and are transported by the vegetative pollen tube cell for fertilization. The extent to which sperm cells regulate their own transportation is a long-standing debate. By using the novel Arabidopsis double mutant drop1 drop2, we demonstrate here that sperm cells are only passive cargo and that the vegetative tube cell as a vehicle controls the entire journey.
plant_single_cell_gds	gds	200098587	GSE98587	Sox9 positive periosteal cells in repair of adult long bone fractures	Mus musculus	4	2018/04/25	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE98587	C	2	manual review	plant_single_cell_gds	The phases of fracture healing have been well characterized. However, the exact source and genetic profile of the skeletal progenitors that participate in bone repair is somewhat unclear. Sox9 expression in skeletal elements precedes bone and cartilage formation and a Sox9+ cell type is retained in the adult periosteum. We hypothesized that Sox9+ periosteal cells are multipotent skeletal progenitors normally participating in fracture repair. To test this hypothesis we used tamoxifen (TM)-mediated lineage tracing of Sox9+ cells in Sox9CreErt2:Td-Tomato mice. TM injection indelibly labels Sox9+ cells and all their descendants with the fluorescent reporter protein Td-Tomato. Intact mouse femora were harvested 2 weeks after TM injection and analyzed by histology and immunostaining and RNA sequencing, to evaluate the skeletal distribution and gene expression profile of Td-Tomato positive c...
plant_single_cell_gds	gds	200099844	GSE99844	A single cell transcriptional roadmap for cardiopharyngeal fate diversification [scRNA-seq]	Ciona robusta	1823	2017/06/15	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE99844	C	2	out-of-scope unless manual review finds plant metadata	plant_single_cell_gds	Dynamic gene expression programs determine multipotent cell states and fate choices during development. Multipotent progenitors for cardiomyocytes and branchiomeric head muscles populate the pharyngeal mesoderm of vertebrate embryos, but the mechanisms underlying cardiopharyngeal multipotency and heart vs. head muscle fate choices remain elusive. The tunicate Ciona emerged as a simple chordate model to study cardiopharyngeal development with unprecedented spatio-temporal resolution. We analyzed the transcriptome of single cardiopharyngeal lineage cells isolated at successive time points encompassing the transitions from multipotent progenitors to distinct first and second heart, and pharyngeal muscle precursors. We reconstructed the three cardiopharyngeal developmental trajectories, and characterized gene expression dynamics and regulatory states underlying each fate choice. Experimen...
plant_single_cell_gds	gds	200099915	GSE99915	Single-cell mapping of lineage and identity in direct reprogramming	Mus musculus	28	2018/09/25	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE99915	C	2	out-of-scope non-plant organism unless manual review overrides	plant_single_cell_gds	Direct lineage reprogramming involves the conversion of cellular identity. Single-cell technologies are useful for deconstructing the considerable heterogeneity that emerges during lineage conversion. However, lineage relationships are typically lost during cell processing, complicating trajectory reconstruction. Here we present ‘CellTagging’, a combinatorial cell-indexing methodology that enables parallel capture of clonal history and cell identity, in which sequential rounds of cell labelling enable the construction of multi-level lineage trees. CellTagging and longitudinal tracking of fibroblast to induced endoderm progenitor reprogramming reveals two distinct trajectories: one leading to successfully reprogrammed cells, and one leading to a ‘dead-end’ state, paths determined in the earliest stages of lineage conversion. We find that expression of a putative methyltransferase, Mett...
asteraceae_single_cell	gds	302976778	GSM2976778	Single cell RNA-seq tdTomato MPs quiescent	Mus musculus		2019/12/05	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2976778	C	2	out-of-scope non-plant organism unless manual review overrides	asteraceae_single_cell	Mesenchymal Progenitors
asteraceae_single_cell	gds	302976779	GSM2976779	Single cell RNA-seq tdTomato MPs 1 day post notexin injury	Mus musculus		2019/12/05	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2976779	C	2	out-of-scope non-plant organism unless manual review overrides	asteraceae_single_cell	Mesenchymal Progenitors
asteraceae_single_cell	gds	302976780	GSM2976780	Single cell RNA-seq tdTomato MPs 2 day post notexin injury	Mus musculus		2019/12/05	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2976780	C	2	out-of-scope non-plant organism unless manual review overrides	asteraceae_single_cell	Mesenchymal Progenitors
asteraceae_single_cell	gds	302976781	GSM2976781	Single cell RNA-seq tdTomato MPs 4 day post notexin injury	Mus musculus		2019/12/05	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2976781	C	2	out-of-scope non-plant organism unless manual review overrides	asteraceae_single_cell	Mesenchymal Progenitors
asteraceae_single_cell	gds	302976782	GSM2976782	Single cell RNA-seq tdTomato MPs 14 day post notexin injury	Mus musculus		2019/12/05	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2976782	C	2	out-of-scope non-plant organism unless manual review overrides	asteraceae_single_cell	Mesenchymal Progenitors
asteraceae_single_cell	gds	303938397	GSM3938397	Single cell ATAC-seq tdTomato MPs quiescent	Mus musculus		2019/12/05	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM3938397	C	2	out-of-scope non-plant organism unless manual review overrides	asteraceae_single_cell	Mesenchymal Progenitors
asteraceae_single_cell	gds	304748779	GSM4748779	Single cell ATAC-seq - embryonic tdTomato MPs, Hic1CreERT2/CreERT2;Rosa26LSLtdTomato/tdTomato Embryonic Day 12.5	Mus musculus		2022/07/15	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM4748779	C	2	out-of-scope non-plant organism unless manual review overrides	asteraceae_single_cell	Mesenchymal Progenitors
asteraceae_single_cell	gds	304748780	GSM4748780	Single cell ATAC-seq - embryonic tdTomato MPs, Hic1CreERT2/CreERT2;Rosa26LSLtdTomato/tdTomato Embryonic Day 14.5	Mus musculus		2022/07/15	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM4748780	C	2	out-of-scope non-plant organism unless manual review overrides	asteraceae_single_cell	Mesenchymal Progenitors
asteraceae_single_cell	gds	304748781	GSM4748781	Single cell ATAC-seq - embryonic tdTomato MPs, Hic1CreERT2/CreERT2;Rosa26LSLtdTomato/tdTomato Embryonic Day 16.5	Mus musculus		2022/07/15	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM4748781	C	2	out-of-scope non-plant organism unless manual review overrides	asteraceae_single_cell	Mesenchymal Progenitors
asteraceae_single_cell	gds	304748803	GSM4748803	Single cell RNA-seq - embryonic tdTomato MPs, Hic1CreERT2/CreERT2;Rosa26LSLtdTomato/tdTomato Embryonic Day 11.5	Mus musculus		2022/07/15	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM4748803	C	2	out-of-scope non-plant organism unless manual review overrides	asteraceae_single_cell	Mesenchymal Progenitors
asteraceae_single_cell	gds	304748804	GSM4748804	Single cell RNA-seq - embryonic tdTomato MPs, Hic1CreERT2/CreERT2;Rosa26LSLtdTomato/tdTomato Embryonic Day 12.5	Mus musculus		2022/07/15	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM4748804	C	2	out-of-scope non-plant organism unless manual review overrides	asteraceae_single_cell	Mesenchymal Progenitors
asteraceae_single_cell	gds	304748805	GSM4748805	Single cell RNA-seq - embryonic tdTomato MPs, Hic1CreERT2/CreERT2;Rosa26LSLtdTomato/tdTomato Embryonic Day 13.5	Mus musculus		2022/07/15	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM4748805	C	2	out-of-scope non-plant organism unless manual review overrides	asteraceae_single_cell	Mesenchymal Progenitors
asteraceae_single_cell	gds	304748806	GSM4748806	Single cell RNA-seq - embryonic tdTomato MPs, Hic1CreERT2/CreERT2;Rosa26LSLtdTomato/tdTomato Embryonic Day 14.5	Mus musculus		2022/07/15	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM4748806	C	2	out-of-scope non-plant organism unless manual review overrides	asteraceae_single_cell	Mesenchymal Progenitors
asteraceae_single_cell	gds	304748807	GSM4748807	Single cell RNA-seq - embryonic tdTomato MPs, Hic1CreERT2/CreERT2;Rosa26LSLtdTomato/tdTomato Embryonic Day 16.5	Mus musculus		2022/07/15	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM4748807	C	2	out-of-scope non-plant organism unless manual review overrides	asteraceae_single_cell	Mesenchymal Progenitors
asteraceae_single_cell	gds	304958649	GSM4958649	Single cell RNA-seq - adult tdTomato MPs enriched choroid plexus	Mus musculus		2024/04/11	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM4958649	C	2	out-of-scope non-plant organism unless manual review overrides	asteraceae_single_cell	Quiescent Hic1CreERT2/CreERT2;Rosa26LSLtdTomato/tdTomato MP enriched choroid plexus
asteraceae_single_cell	gds	304958650	GSM4958650	Single cell RNA-seq - adult tdTomato MPs enriched pituitary gland	Mus musculus		2024/04/11	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM4958650	C	2	out-of-scope non-plant organism unless manual review overrides	asteraceae_single_cell	Quiescent Hic1CreERT2/CreERT2;Rosa26LSLtdTomato/tdTomato MP enriched pituitary gland
asteraceae_single_cell	gds	305059814	GSM5059814	Single cell RNA-seq - embryonic MPs, both Hic1;tdTomato+ and Hic1;tdTomato- Day 11.5 replicate 1	Mus musculus		2022/07/15	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM5059814	C	2	out-of-scope non-plant organism unless manual review overrides	asteraceae_single_cell	Mesenchymal Progenitors
asteraceae_single_cell	gds	305059815	GSM5059815	Single cell RNA-seq - embryonic MPs, both Hic1;tdTomato+ and Hic1;tdTomato- Day 11.5 replicate 2	Mus musculus		2022/07/15	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM5059815	C	2	out-of-scope non-plant organism unless manual review overrides	asteraceae_single_cell	Mesenchymal Progenitors
asteraceae_single_cell	gds	306025784	GSM6025784	SAM24372772 single cell thyroid RW (pool of 6 mice)	Mus musculus		2023/10/23	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM6025784	C	2	out-of-scope non-plant organism unless manual review overrides	asteraceae_single_cell	Thyroid
asteraceae_single_cell	gds	306025785	GSM6025785	SAM24372773 single cell thyroid aJ1aJ2 7 days (pool of 6 mice)	Mus musculus		2023/10/23	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM6025785	C	2	out-of-scope non-plant organism unless manual review overrides	asteraceae_single_cell	Thyroid
asteraceae_single_cell	gds	306081418	GSM6081418	Single cell RNA-seq - embryonic tdTomato MPs, Hic1CreERT2/CreERT2;Rosa26LSLtdTomato/tdTomato Embryonic Day 16.5 distal	Mus musculus		2022/07/15	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM6081418	C	2	out-of-scope non-plant organism unless manual review overrides	asteraceae_single_cell	Mesenchymal Progenitors
woody_legume_cereal_single_cell_gds	gds	306616428	GSM6616428	OSN_WaplcKO_scRNA	Mus musculus		2023/06/22	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM6616428	C	2	out-of-scope non-plant organism unless manual review overrides	woody_legume_cereal_single_cell_gds	Olfactory epithilium
woody_legume_cereal_single_cell_gds	gds	306761309	GSM6761309	ge6_0h_section_A	Hordeum vulgare		2023/08/30	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM6761309	C	2	manual review	woody_legume_cereal_single_cell_gds	germinating grain
woody_legume_cereal_single_cell_gds	gds	306761310	GSM6761310	ge6_0h_section_B	Hordeum vulgare		2023/08/30	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM6761310	C	2	manual review	woody_legume_cereal_single_cell_gds	germinating grain
woody_legume_cereal_single_cell_gds	gds	306761311	GSM6761311	ge6_0h_section_C	Hordeum vulgare		2023/08/30	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM6761311	C	2	manual review	woody_legume_cereal_single_cell_gds	germinating grain
woody_legume_cereal_single_cell_gds	gds	306761312	GSM6761312	ge6_0h_section_D	Hordeum vulgare		2023/08/30	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM6761312	C	2	manual review	woody_legume_cereal_single_cell_gds	germinating grain
woody_legume_cereal_single_cell_gds	gds	306761313	GSM6761313	ge9_1h_section_A	Hordeum vulgare		2023/08/30	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM6761313	C	2	manual review	woody_legume_cereal_single_cell_gds	germinating grain
woody_legume_cereal_single_cell_gds	gds	306761314	GSM6761314	ge9_1h_section_B	Hordeum vulgare		2023/08/30	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM6761314	C	2	manual review	woody_legume_cereal_single_cell_gds	germinating grain
woody_legume_cereal_single_cell_gds	gds	306761315	GSM6761315	ge9_1h_section_C	Hordeum vulgare		2023/08/30	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM6761315	C	2	manual review	woody_legume_cereal_single_cell_gds	germinating grain
woody_legume_cereal_single_cell_gds	gds	306761316	GSM6761316	ge9_1h_section_D	Hordeum vulgare		2023/08/30	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM6761316	C	2	manual review	woody_legume_cereal_single_cell_gds	germinating grain
woody_legume_cereal_single_cell_gds	gds	306761317	GSM6761317	ge8_3h_section_A	Hordeum vulgare		2023/08/30	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM6761317	C	2	manual review	woody_legume_cereal_single_cell_gds	germinating grain
woody_legume_cereal_single_cell_gds	gds	306761318	GSM6761318	ge8_3h_section_B	Hordeum vulgare		2023/08/30	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM6761318	C	2	manual review	woody_legume_cereal_single_cell_gds	germinating grain
woody_legume_cereal_single_cell_gds	gds	306761319	GSM6761319	ge8_3h_section_C	Hordeum vulgare		2023/08/30	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM6761319	C	2	manual review	woody_legume_cereal_single_cell_gds	germinating grain
woody_legume_cereal_single_cell_gds	gds	306761320	GSM6761320	ge8_3h_section_D	Hordeum vulgare		2023/08/30	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM6761320	C	2	manual review	woody_legume_cereal_single_cell_gds	germinating grain
woody_legume_cereal_single_cell_gds	gds	306761321	GSM6761321	ge5_6h_section_A	Hordeum vulgare		2023/08/30	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM6761321	C	2	manual review	woody_legume_cereal_single_cell_gds	germinating grain
woody_legume_cereal_single_cell_gds	gds	306761322	GSM6761322	ge5_6h_section_B	Hordeum vulgare		2023/08/30	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM6761322	C	2	manual review	woody_legume_cereal_single_cell_gds	germinating grain
woody_legume_cereal_single_cell_gds	gds	306761323	GSM6761323	ge5_6h_section_C	Hordeum vulgare		2023/08/30	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM6761323	C	2	manual review	woody_legume_cereal_single_cell_gds	germinating grain
woody_legume_cereal_single_cell_gds	gds	306761324	GSM6761324	ge5_6h_section_D	Hordeum vulgare		2023/08/30	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM6761324	C	2	manual review	woody_legume_cereal_single_cell_gds	germinating grain
woody_legume_cereal_single_cell_gds	gds	306761325	GSM6761325	ge10_24h_section_A	Hordeum vulgare		2023/08/30	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM6761325	C	2	manual review	woody_legume_cereal_single_cell_gds	germinating grain
woody_legume_cereal_single_cell_gds	gds	306761326	GSM6761326	ge10_24h_section_B	Hordeum vulgare		2023/08/30	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM6761326	C	2	manual review	woody_legume_cereal_single_cell_gds	germinating grain
woody_legume_cereal_single_cell_gds	gds	306761327	GSM6761327	ge10_24h_section_C	Hordeum vulgare		2023/08/30	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM6761327	C	2	manual review	woody_legume_cereal_single_cell_gds	germinating grain
woody_legume_cereal_single_cell_gds	gds	306761328	GSM6761328	ge10_24h_section_D	Hordeum vulgare		2023/08/30	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM6761328	C	2	manual review	woody_legume_cereal_single_cell_gds	germinating grain
woody_legume_cereal_single_cell_gds	gds	306761329	GSM6761329	ge1_24h_test_section_A	Hordeum vulgare		2023/08/30	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM6761329	C	2	manual review	woody_legume_cereal_single_cell_gds	germinating grain
woody_legume_cereal_single_cell_gds	gds	306761330	GSM6761330	ge1_24h_test_section_B	Hordeum vulgare		2023/08/30	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM6761330	C	2	manual review	woody_legume_cereal_single_cell_gds	germinating grain
woody_legume_cereal_single_cell_gds	gds	306761331	GSM6761331	ge1_24h_test_section_C	Hordeum vulgare		2023/08/30	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM6761331	C	2	manual review	woody_legume_cereal_single_cell_gds	germinating grain
woody_legume_cereal_single_cell_gds	gds	306761332	GSM6761332	ge1_24h_test_section_D	Hordeum vulgare		2023/08/30	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM6761332	C	2	manual review	woody_legume_cereal_single_cell_gds	germinating grain
woody_legume_cereal_single_cell_gds	gds	306761333	GSM6761333	ge3_24h_test2_section_C	Hordeum vulgare		2023/08/30	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM6761333	C	2	manual review	woody_legume_cereal_single_cell_gds	germinating grain
woody_legume_cereal_single_cell_gds	gds	306761334	GSM6761334	ge3_24h_test2_section_D	Hordeum vulgare		2023/08/30	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM6761334	C	2	manual review	woody_legume_cereal_single_cell_gds	germinating grain
woody_legume_cereal_single_cell_gds	gds	306935725	GSM6935725	control scRNA-seq	Homo sapiens		2024/01/01	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM6935725	C	2	out-of-scope non-plant organism unless manual review overrides	woody_legume_cereal_single_cell_gds	Pancreatic cancer cells
woody_legume_cereal_single_cell_gds	gds	306935726	GSM6935726	Gemcitabine scRNA-seq	Homo sapiens		2024/01/01	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM6935726	C	2	out-of-scope non-plant organism unless manual review overrides	woody_legume_cereal_single_cell_gds	Pancreatic cancer cells
woody_legume_cereal_single_cell_gds	gds	306935727	GSM6935727	I-BRD9 scRNA-seq	Homo sapiens		2024/01/01	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM6935727	C	2	out-of-scope non-plant organism unless manual review overrides	woody_legume_cereal_single_cell_gds	Pancreatic cancer cells
woody_legume_cereal_single_cell_gds	gds	306935728	GSM6935728	Gemcitabine + I-BRD9 scRNA-seq	Homo sapiens		2024/01/01	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM6935728	C	2	out-of-scope non-plant organism unless manual review overrides	woody_legume_cereal_single_cell_gds	Pancreatic cancer cells
woody_legume_cereal_single_cell_gds	gds	307025746	GSM7025746	A17_0h	Medicago truncatula		2024/01/17	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM7025746	C	2	manual review	woody_legume_cereal_single_cell_gds	Roots
woody_legume_cereal_single_cell_gds	gds	307025747	GSM7025747	A17_24h	Medicago truncatula		2024/01/17	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM7025747	C	2	manual review	woody_legume_cereal_single_cell_gds	Roots
woody_legume_cereal_single_cell_gds	gds	307025748	GSM7025748	A17_48h	Medicago truncatula		2024/01/17	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM7025748	C	2	manual review	woody_legume_cereal_single_cell_gds	Roots
woody_legume_cereal_single_cell_gds	gds	307025749	GSM7025749	A17_96h	Medicago truncatula		2024/01/17	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM7025749	C	2	manual review	woody_legume_cereal_single_cell_gds	Roots
woody_legume_cereal_single_cell_gds	gds	307025750	GSM7025750	Sunn4_0h	Medicago truncatula		2024/01/17	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM7025750	C	2	manual review	woody_legume_cereal_single_cell_gds	Roots
woody_legume_cereal_single_cell_gds	gds	307025751	GSM7025751	Sunn4_24h	Medicago truncatula		2024/01/17	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM7025751	C	2	manual review	woody_legume_cereal_single_cell_gds	Roots
woody_legume_cereal_single_cell_gds	gds	307025752	GSM7025752	Sunn4_48h	Medicago truncatula		2024/01/17	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM7025752	C	2	manual review	woody_legume_cereal_single_cell_gds	Roots
woody_legume_cereal_single_cell_gds	gds	307025753	GSM7025753	Sunn4_96h	Medicago truncatula		2024/01/17	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM7025753	C	2	manual review	woody_legume_cereal_single_cell_gds	Roots
woody_legume_cereal_single_cell_gds	gds	307039709	GSM7039709	Arabidopsis thaliana Root Cell_1	Arabidopsis thaliana		2023/02/27	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM7039709	C	2	manual review	woody_legume_cereal_single_cell_gds	root meristem
woody_legume_cereal_single_cell_gds	gds	307039710	GSM7039710	thaliana Root Cell_2	Arabidopsis thaliana		2023/02/27	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM7039710	C	2	manual review	woody_legume_cereal_single_cell_gds	root meristem
woody_legume_cereal_single_cell_gds	gds	307039711	GSM7039711	Arabidopsis thaliana RootCell_3	Arabidopsis thaliana		2023/02/27	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM7039711	C	2	manual review	woody_legume_cereal_single_cell_gds	root meristem
woody_legume_cereal_single_cell_gds	gds	307039712	GSM7039712	Arabidopsis thaliana RootCell_4	Arabidopsis thaliana		2023/02/27	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM7039712	C	2	manual review	woody_legume_cereal_single_cell_gds	root meristem
woody_legume_cereal_single_cell_gds	gds	307039713	GSM7039713	Arabidopsis thaliana Root Cell_5	Arabidopsis thaliana		2023/02/27	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM7039713	C	2	manual review	woody_legume_cereal_single_cell_gds	root meristem
woody_legume_cereal_single_cell_gds	gds	307039714	GSM7039714	Arabidopsis thaliana Root Cell_6	Arabidopsis thaliana		2023/02/27	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM7039714	C	2	manual review	woody_legume_cereal_single_cell_gds	root meristem
woody_legume_cereal_single_cell_gds	gds	307039715	GSM7039715	Arabidopsis thaliana Root Nuclei_1	Arabidopsis thaliana		2023/02/27	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM7039715	C	2	manual review	woody_legume_cereal_single_cell_gds	root meristem
woody_legume_cereal_single_cell_gds	gds	307039716	GSM7039716	Arabidopsis thaliana Root Nuclei_2	Arabidopsis thaliana		2023/02/27	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM7039716	C	2	manual review	woody_legume_cereal_single_cell_gds	root meristem
woody_legume_cereal_single_cell_gds	gds	307039717	GSM7039717	Arabidopsis thaliana Root Nuclei_3	Arabidopsis thaliana		2023/02/27	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM7039717	C	2	manual review	woody_legume_cereal_single_cell_gds	root meristem
woody_legume_cereal_single_cell_gds	gds	307039718	GSM7039718	Zea mays Root Nuclei_1	Zea mays		2023/02/27	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM7039718	C	2	manual review	woody_legume_cereal_single_cell_gds	root meristem
woody_legume_cereal_single_cell_gds	gds	307039719	GSM7039719	Zea mays Root Nuclei_2	Zea mays		2023/02/27	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM7039719	C	2	manual review	woody_legume_cereal_single_cell_gds	root meristem
