query_label	db	uid	accession	title	organism	sample_count	publication_date	url	priority	score	recommended_action	matched_queries	summary
saussurea_transcriptome_sra	sra	36468226	PRJEB82787			"<Run acc=""ERR14041216"" total_spots=""6877250"" total_bases=""1351914917"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>"	2024/12/06	https://www.ncbi.nlm.nih.gov/bioproject/PRJEB82787	A	9	Snow Lotus evidence layer; use for genome/transcriptome/stress support	saussurea_alpine_evidence_sra;saussurea_transcriptome_sra	"<Summary><Title>WGS data, Illumina HISEQ2000 sequencing</Title><Platform instrument_model=""Illumina HiSeq 2000"">ILLUMINA</Platform><Statistics total_runs=""1"" total_spots=""6877250"" total_bases=""1351914917"" total_size=""1013165806"" load_done=""true"" cluster_name=""public""/></Summary><Submitter acc=""ERA31015253"" center_name=""Genoscope"" contact_name=""European Nucleotide Archive"" lab_name=""European Nucleotide Archive""/><Experiment acc=""ERX13444229"" ver=""1"" status=""public"" name=""WGS data, Illumina HISEQ2000 sequencing""/><Study acc=""ERP166455"" name=""5107 genome skims from the Alpine vascular flora""/><Organism taxid=""143208"" ScientificName=""Saussurea alpina""/><Sample acc=""ERS22436863"" name=""""/><Instrument ILLUMINA=""Illumina HiSeq 2000""/><Library_descriptor><LIBRARY_NAME>BGN_GPD_W</LIBRARY_NAME><LIBRARY_STRATEGY>WGS</LIBRARY_STRATEGY><LIBRARY_SOURCE>GENOMIC</LIBRARY_SOURCE><LIBRARY_SELECTION>RAND..."
saussurea_transcriptome_sra	sra	30463735	PRJNA1033840			"<Run acc=""SRR26779311"" total_spots=""21452944"" total_bases=""6435883200"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>"	2023/11/09	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1033840	A	9	Snow Lotus evidence layer; use for genome/transcriptome/stress support	saussurea_alpine_evidence_sra;saussurea_transcriptome_sra	"<Summary><Title>RNA-seq of Saussurea involucrata treated with freezing temperature</Title><Platform instrument_model=""DNBSEQ-T7"">DNBSEQ</Platform><Statistics total_runs=""1"" total_spots=""21452944"" total_bases=""6435883200"" total_size=""4275878138"" load_done=""true"" cluster_name=""public""/></Summary><Submitter acc=""SRA1748502"" center_name=""IMPLAD, Chinese Academy of Medical Sciences &amp; Peki"" contact_name=""shun xing guo"" lab_name=""Biotechnology Center""/><Experiment acc=""SRX22477946"" ver=""1"" status=""public"" name=""RNA-seq of Saussurea involucrata treated with freezing temperature""/><Study acc=""SRP471101"" name=""Transcriptome on Saussurea involucrata in response to low-temperature stress""/><Organism taxid=""200489"" ScientificName=""Saussurea involucrata""/><Sample acc=""SRS19491622"" name=""""/><Instrument DNBSEQ=""DNBSEQ-T7""/><Library_descriptor><LIBRARY_NAME>Freezing3</LIBRARY_NAME><LIBRARY_STRATEG..."
saussurea_transcriptome_sra	sra	33190409	PRJNA1121965			"<Run acc=""SRR29340170"" total_spots=""21172315"" total_bases=""6351694500"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>"	2025/08/21	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1121965	A	9	Snow Lotus evidence layer; use for genome/transcriptome/stress support	saussurea_alpine_evidence_sra;saussurea_transcriptome_sra	"<Summary><Title>RNA-Seq</Title><Platform instrument_model=""BGISEQ-500"">BGISEQ</Platform><Statistics total_runs=""1"" total_spots=""21172315"" total_bases=""6351694500"" total_size=""3968713954"" load_done=""true"" cluster_name=""public""/></Summary><Submitter acc=""SRA1893476"" center_name=""Jilin University"" contact_name=""Zhongzan Yang"" lab_name=""College of life sciences""/><Experiment acc=""SRX24856069"" ver=""1"" status=""public"" name=""RNA-Seq""/><Study acc=""SRP512823"" name=""Unveiling the Secrets of Plant Adaptations in Alpine Tundra""/><Organism taxid=""446851"" ScientificName=""Saussurea tomentosa""/><Sample acc=""SRS21566847"" name=""""/><Instrument BGISEQ=""BGISEQ-500""/><Library_descriptor><LIBRARY_NAME>A_GLFM_1</LIBRARY_NAME><LIBRARY_STRATEGY>RNA-Seq</LIBRARY_STRATEGY><LIBRARY_SOURCE>TRANSCRIPTOMIC</LIBRARY_SOURCE><LIBRARY_SELECTION>RANDOM</LIBRARY_SELECTION><LIBRARY_LAYOUT><PAIRED/></LIBRARY_LAYOUT></Librar..."
saussurea_transcriptome_sra	sra	37124676	PRJNA1218246			"<Run acc=""SRR32195153"" total_spots=""21085075"" total_bases=""6325522500"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>"	2025/03/05	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1218246	A	9	Snow Lotus evidence layer; use for genome/transcriptome/stress support	saussurea_alpine_evidence_sra;saussurea_transcriptome_sra	"<Summary><Title>RNA-seq of Saussurea involucrata:hypobaric hypoxic</Title><Platform instrument_model=""Illumina NovaSeq X"">ILLUMINA</Platform><Statistics total_runs=""1"" total_spots=""21085075"" total_bases=""6325522500"" total_size=""1891369491"" load_done=""true"" cluster_name=""public""/></Summary><Submitter acc=""SRA2066791"" center_name=""Shanxi University of Chinese Medicine"" contact_name=""Xinyu Quan"" lab_name=""Co-Construction Collaborative Innovation Center fo""/><Experiment acc=""SRX27536699"" ver=""1"" status=""public"" name=""RNA-seq of Saussurea involucrata:hypobaric hypoxic""/><Study acc=""SRP561024"" name=""Integrated transcriptome and metabolome analysis revealed the low pressure regulation in Saussurea involucrata leaves""/><Organism taxid=""200489"" ScientificName=""Saussurea involucrata""/><Sample acc=""SRS23953186"" name=""""/><Instrument ILLUMINA=""Illumina NovaSeq X""/><Library_descriptor><LIBRARY_NAME..."
plant_single_cell_gds	gds	200123013	GSE123013	Single-cell RNA-sequencing analysis of Arabidopsis roots	Arabidopsis thaliana	5	2019/02/05	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE123013	A	8	fetch GEO supplementary filelist; add downloader if matrix/RDS/H5 exists	plant_single_cell_gds	We report the use of high-throughput single-cell RNA sequencing (scRNA-seq) to analyze gene expression in wild-type and mutant Arabidopsis root cells. We demonstrate that using a commercially available platform for droplet-based scRNA-seq (10X Genomics Chromium) enables transcriptional profiling of individual protoplasts representing all of the major cell/tissue types of the root. Furthermore, rare cell types and subtypes have been identified. These single-cell transcriptomes were also used to generate a pseudotime series for the root hair and non-hair cell differentiation pathways. In addition, scRNA-seq was used to define and compare transcriptomes from root epidermis mutants, which enabled a detailed molecular analysis of the mutant phenotype. This study demonstrates the feasibility and usefulness of scRNA-seq in plants and provides a gene expression map at single-cell resolution f...
plant_single_cell_gds	gds	200138526	GSE138526	High-Throughput Single cell RNA sequencing of Mesophyll cells from Maize	Zea mays	1	2021/10/07	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE138526	A	8	fetch GEO supplementary filelist; add downloader if matrix/RDS/H5 exists	plant_single_cell_gds	We report the use of high-throughput single-cell RNA sequencing (scRNA-seq) to analyze gene expression in Mesophyll cells from Maize. We using the 10x genomics platform to generate several millions of RNA-seq reads and enable transcriptional profiling of all genes of maize in a single-cell resolution. Tsne methods was used to perform dimension reduction analysis to visualize cells in a two-dimension axis.
plant_single_cell_gds	gds	200155304	GSE155304	Single cell level analysis of the Arabidopsis root transcriptome and chromatin accessibility	Arabidopsis thaliana	9	2021/01/11	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE155304	A	8	fetch GEO supplementary filelist; add downloader if matrix/RDS/H5 exists	plant_single_cell_gds	The nuclei of Arabidopsis root seedlings were isolated then use to establish a single cell level resolution transcriptome (sNucRNA-seq) and profile of chromatin accessibility (sNucATAC-seq) applying 10X Genomics technologies.
plant_single_cell_gds	gds	200161040	GSE161040	Sertoli cells are the unique source of stem cell factor for spermatogenesis	Mus musculus	3	2023/03/02	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE161040	A	8	fetch GEO supplementary filelist; add downloader if matrix/RDS/H5 exists	plant_single_cell_gds	To systematically investigate the expression patterns of all potential niche factors in testis, we performed single-cell RNA sequencing (scRNA-seq) of all testicular somatic cell types. To enrich somatic cells, we depleted Tomato+ cells from the testes of 2-month-old Ddx4-creER; R26tdTomato mice at 4 weeks after tamoxifen treatment. Then the cells were further captured with 10x Genomics platform. After analysis of the integrated data, we mapped the expression patterns of all known niche factors in testicular somatic cells. We also performed scRNA-seq of testicular cells from 6-week-old control and Amh-cre;Scf fl/fl mice to study the effect of Scf conditional knockout from Sertoli cells on spermatogenesis. By scRNA-seq data analysis, we found that conditional knockout of Scf from Sertoli cells blocks spermatogenesis by depleting differentiating spermatogonia
plant_single_cell_gds	gds	200181999	GSE181999	An Arabidopsis root phloem pole cell atlas reveals PINEAPPLE genes as transitioners to autotrophy [10x scRNA-seq]	Arabidopsis thaliana	6	2022/04/29	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE181999	A	8	fetch GEO supplementary filelist; add downloader if matrix/RDS/H5 exists	plant_single_cell_gds	Single cell sequencing has recently allowed the generation of exhaustive root cell atlases. However, some cell types are elusive and remain underrepresented. Here, we use a second-generation single cell approach, where we zoom in on the root transcriptome by sorting cells with specific markers, to profile the phloem poles at an unprecedented resolution. Our data highlight the similarities among the developmental trajectories and gene regulatory networks communal to protophloem sieve element (PSE) adjacent lineages in relation to PSE enucleation, a key event in phloem biology. As a signature for early PSE-adjacent lineages, we have identified a set of DNA-binding with one finger (DOF) transcription factors, the PINEAPPLEs (PAPL), that act downstream of PHLOEM EARLY DOF (PEAR) genes, and are important to guarantee a proper root nutrition in the transition to autotrophy. Our data provide...
woody_legume_cereal_single_cell_gds	gds	200182507	GSE182507	Single-cell RNA sequencing of Medicago truncatula roots after exposure to Ensifer meliloti (formerly Sinorhizobium meliloti)	Medicago truncatula	2	2025/08/01	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE182507	A	8	fetch GEO supplementary filelist; add downloader if matrix/RDS/H5 exists	medicinal_secondary_metabolism_single_cell;woody_legume_cereal_single_cell_gds	Single-cell RNA sequencing of Medicago truncatula roots was generated from nuclei using the 10X Genomics' Chromium technology. Roots were harvested and processed 24h after exposure to Ensifer meliloti (formerly Sinorhizobium meliloti).
plant_single_cell_gds	gds	200196882	GSE196882	Spatial transcriptomics of maize embryonic leaves	Zea mays	15	2026/01/06	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE196882	A	8	fetch GEO supplementary filelist; add downloader if matrix/RDS/H5 exists	plant_single_cell_gds	To explore spatial genetic profiling with histological and cellular features, we conducted 10x Visium transcriptomic system from 8 maize seedling shoots, comprising SAM and serial 5 developing embryonic leaves.
woody_legume_cereal_single_cell_gds	gds	200210881	GSE210881	Gene expression profile at single cell level of Medicago truncatula roots in response to rhizobia infection	Medicago truncatula	6	2022/11/03	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE210881	A	8	fetch GEO supplementary filelist; add downloader if matrix/RDS/H5 exists	woody_legume_cereal_single_cell_gds	The nuclei of Medicago truncatula root seedlings exposed to rhizobia were isolated at single-cell resolution with single-nuclei RNA-seq applying 10x Genomics technology.
plant_single_cell_gds	gds	200224928	GSE224928	Transcriptome of radially growing Arabidopsis wild type and d14 mutant hypocotyls with single cell resolution revealed by nucleus RNA-seq using 10x Chomium and VASA-seq	Arabidopsis thaliana	9	2023/04/04	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE224928	A	8	fetch GEO supplementary filelist; add downloader if matrix/RDS/H5 exists	plant_single_cell_gds	Wood formation is fundamental for the remarkable growth of plant bodies by continuously providing cells for long-distance transport of water and nutrients and for mechanical support. Vessel elements, the water transporting units within woody tissues, are generated from a cylindrical domain of cambium stem cells (CSCs) generating different vascular cell types in a bidirectional manner during the radial (secondary) growth. However, knowledge on the regulation of CSC activity is limited with unclear cell fate trajectories as the most obscure aspect in this context. Here, we provide a transcriptome atlas of CSCs and their derivatives at single cell resolution in Arabidopsis thaliana hypocotyl.
woody_legume_cereal_single_cell_gds	gds	200226149	GSE226149	Gene expression profile at single cell level from Glycine max nodules and roots.	Glycine max	5	2024/07/08	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE226149	A	8	fetch GEO supplementary filelist; add downloader if matrix/RDS/H5 exists	woody_legume_cereal_single_cell_gds	The nuclei of Glycine max root seedlings (6 days-old) and nodules (28 days-old) were isolated and the library consstruction was performed applying 10x Genomics tecnology.
plant_single_cell_gds	gds	200234704	GSE234704	Single-cell RNA sequencing reveals preserved pancreatic endocrine cell identity and function by administration of a metabolite-based diet in autoimmune diabetes	Mus musculus	2	2024/01/18	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE234704	A	8	fetch GEO supplementary filelist; add downloader if matrix/RDS/H5 exists	plant_single_cell_gds	Objective: An altered gut bacterial composition is associated with the pathogenesis of type 1 diabetes and short-chain fatty acids are known to play a pivotal role in maintaining gut homeostasis. The effects of short-chain fatty acids on pancreatic islet cell function, insulin production and local immune-infiltration, however, remain elusive.Methods: Five-week-old female NOD mice were fed with an acetylated and butyrylated high-amylose maize-resistant starch (HAMSAB) or control diet for five consecutive weeks. The pancreata were harvested, islets isolated using collagenase, and dispersed into single cells by trypsin. Single-cell RNA sequencing was performed with 10x Chromium. The raw counts were analysed using RStudio with the Seurat package. Human embryonic stem cell-differentiated beta-like cells, mouse islets and INS-1E beta cell line were treated with acetate, butyrate and/or comb...
plant_single_cell_gds	gds	200300264	GSE300264	Performance evaluation of Arabidopsis scRNA-seq sample processing strategies	Arabidopsis thaliana	4	2026/06/24	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE300264	A	8	fetch GEO supplementary filelist; add downloader if matrix/RDS/H5 exists	plant_single_cell_gds	Plant cells display significant heterogeneity, complicating the isolation and profiling of diverse cell populations from complex tissues. Optimizing methodologies for cell enrichment and single-cell transcriptomics is therefore critical for accurately capturing cellular diversity. Here, we systematically compared protoplast enrichment technologies (including conventional and image-based flow cytometry, as well as magnetic cell sorting) and single-cell RNA sequencing (scRNA-seq) platforms (10X Genomics Chromium, BD Rhapsody) using Arabidopsis roots. Image-based flow cytometry offered greater precision due to customizable gating strategies, while magnetic sorting provided faster processing and better representation of cell size heterogeneity. Both scRNA-seq platforms captured root cell heterogeneity and yielded reproducible gene expression profiles, but we observed platform-specific bia...
plant_single_cell_gds	gds	200308757	GSE308757	Single-cell transcriptome profiling of Oryza sativa node I at booting, flowering, and grain filling stages	Oryza sativa Japonica Group	3	2026/03/11	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE308757	A	8	fetch GEO supplementary filelist; add downloader if matrix/RDS/H5 exists	plant_single_cell_gds	"This dataset provides processed snRNA-seq gene expression data in the standard 10x Genomics CellRanger output format, including three core files: barcodes.tsv.gz (with quality-controlled nucleus-specific barcodes, matching expression matrix column order), features.tsv.gz (gene annotations: Ensembl ID, gene symbol, ""Gene Expression"" type, matching matrix row order), and matrix.mtx.gz (sparse MTX-format raw UMI count matrix, m×n dimensions where m=gene number, n=nucleus number, storing non-zero values as [gene_index][barcode_index][count]). These files together form a complete expression matrix and serve as fundamental input for downstream analysis via tools like Seurat and Scanpy."
saussurea_transcriptome_sra	sra	16389700	PRJEB43865			"<Run acc=""ERR5554546"" total_spots=""7087534"" total_bases=""1421867708"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>"	2021/12/02	https://www.ncbi.nlm.nih.gov/bioproject/PRJEB43865	A	8	Snow Lotus evidence layer; use for genome/transcriptome/stress support	saussurea_alpine_evidence_sra;saussurea_transcriptome_sra	"<Summary><Title>Illumina HiSeq 2000 paired end sequencing; Saussurea alpina_Illumina_W</Title><Platform instrument_model=""Illumina HiSeq 2000"">ILLUMINA</Platform><Statistics total_runs=""1"" total_spots=""7087534"" total_bases=""1421867708"" total_size=""1059829736"" load_done=""true"" cluster_name=""public""/></Summary><Submitter acc=""ERA3698877"" center_name=""Genoscope"" contact_name=""European Nucleotide Archive"" lab_name=""European Nucleotide Archive""/><Experiment acc=""ERX5334588"" ver=""1"" status=""public"" name=""Illumina HiSeq 2000 paired end sequencing; Saussurea alpina_Illumina_W""/><Study acc=""ERP127839"" name=""1500 genome skims from the Norwegian arctic vascular flora""/><Organism taxid=""143208"" ScientificName=""Saussurea alpina""/><Sample acc=""ERS5887965"" name=""""/><Instrument ILLUMINA=""Illumina HiSeq 2000""/><Library_descriptor><LIBRARY_NAME>BMB_HS_W</LIBRARY_NAME><LIBRARY_STRATEGY>WGS</LIBRARY_STRA..."
saussurea_transcriptome_sra	sra	35930777	PRJNA1181600			"<Run acc=""SRR31209719"" total_spots=""9098129"" total_bases=""2747634958"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>"	2024/11/04	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1181600	A	8	Snow Lotus evidence layer; use for genome/transcriptome/stress support	saussurea_alpine_evidence_sra;saussurea_transcriptome_sra	"<Summary><Title>Illumina sequencing data of Saussurea seoulensis</Title><Platform instrument_model=""Illumina NovaSeq X"">ILLUMINA</Platform><Statistics total_runs=""1"" total_spots=""9098129"" total_bases=""2747634958"" total_size=""798216324"" load_done=""true"" cluster_name=""public""/></Summary><Submitter acc=""SRA2004168"" center_name=""Seoul Botanic Park"" contact_name=""Kyunghyun Nam"" lab_name=""Research and Development""/><Experiment acc=""SRX26590568"" ver=""1"" status=""public"" name=""Illumina sequencing data of Saussurea seoulensis""/><Study acc=""SRP542866"" name=""The chloroplast genome analysis of Saussurea seoulensis Nakai 1911""/><Organism taxid=""2853168"" ScientificName=""Saussurea seoulensis""/><Sample acc=""SRS23091705"" name=""""/><Instrument ILLUMINA=""Illumina NovaSeq X""/><Library_descriptor><LIBRARY_NAME>S2</LIBRARY_NAME><LIBRARY_STRATEGY>WGS</LIBRARY_STRATEGY><LIBRARY_SOURCE>GENOMIC</LIBRARY_SOURCE><..."
saussurea_transcriptome_sra	sra	38525214	PRJNA1259734			"<Run acc=""SRR33456623"" total_spots=""168108"" total_bases=""81538288"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>"	2025/09/09	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1259734	A	8	Snow Lotus evidence layer; use for genome/transcriptome/stress support	saussurea_alpine_evidence_sra;saussurea_transcriptome_sra	"<Summary><Title>ITS-Seq of plant pathogen</Title><Platform instrument_model=""Illumina NovaSeq 6000"">ILLUMINA</Platform><Statistics total_runs=""1"" total_spots=""168108"" total_bases=""81538288"" total_size=""27757629"" load_done=""true"" cluster_name=""public""/></Summary><Submitter acc=""SRA2125210"" center_name=""Lanzhou University"" contact_name=""chaofang Sun"" lab_name=""School of Ecology""/><Experiment acc=""SRX28696627"" ver=""1"" status=""public"" name=""ITS-Seq of plant pathogen""/><Study acc=""SRP583573"" name=""plant fungal pathogens""/><Organism taxid=""254911"" ScientificName=""Saussurea japonica""/><Sample acc=""SRS24963307"" name=""""/><Instrument ILLUMINA=""Illumina NovaSeq 6000""/><Library_descriptor><LIBRARY_NAME>4_LN2-231029-P1_P231009O-4030B_1</LIBRARY_NAME><LIBRARY_STRATEGY>RNA-Seq</LIBRARY_STRATEGY><LIBRARY_SOURCE>GENOMIC</LIBRARY_SOURCE><LIBRARY_SELECTION>PCR</LIBRARY_SELECTION><LIBRARY_LAYOUT><PAIRED/..."
saussurea_transcriptome_sra	sra	39228367	PRJNA1278884			"<Run acc=""SRR34060941"" total_spots=""3797480"" total_bases=""71780772275"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>"	2026/05/10	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1278884	A	8	Snow Lotus evidence layer; use for genome/transcriptome/stress support	saussurea_alpine_evidence_sra;saussurea_transcriptome_sra	"<Summary><Title>Whole-genome sequencing analysis of the woolly plant Saussurea medusa.</Title><Platform instrument_model=""Revio"">PACBIO_SMRT</Platform><Statistics total_runs=""1"" total_spots=""3797480"" total_bases=""71780772275"" total_size=""31972950947"" load_done=""true"" cluster_name=""public""/></Summary><Submitter acc=""SRA2152253"" center_name=""Qinghai University"" contact_name=""Ruijun Duan"" lab_name=""College of Eco-Environmental Engineering""/><Experiment acc=""SRX29255982"" ver=""2"" status=""public"" name=""Whole-genome sequencing analysis of the woolly plant Saussurea medusa.""/><Study acc=""SRP592823"" name=""Saussurea medusa Raw sequence reads""/><Organism taxid=""137893"" ScientificName=""Saussurea medusa""/><Sample acc=""SRS25415027"" name=""""/><Instrument PACBIO_SMRT=""Revio""/><Library_descriptor><LIBRARY_NAME>SMXL_WGS_HiFi_PS1</LIBRARY_NAME><LIBRARY_STRATEGY>WGS</LIBRARY_STRATEGY><LIBRARY_SOURCE>GENOM..."
saussurea_transcriptome_sra	sra	39893325	PRJNA1293189			"<Run acc=""SRR34702529"" total_spots=""18166362"" total_bases=""5449908600"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>"	2025/12/23	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1293189	A	8	Snow Lotus evidence layer; use for genome/transcriptome/stress support	saussurea_alpine_evidence_sra;saussurea_transcriptome_sra	"<Summary><Title>Raw sequencing data from the survey of Saussurea hypsipeta</Title><Platform instrument_model=""DNBSEQ-T7"">DNBSEQ</Platform><Statistics total_runs=""1"" total_spots=""18166362"" total_bases=""5449908600"" total_size=""3047482916"" load_done=""true"" cluster_name=""public""/></Summary><Submitter acc=""SRA2178871"" center_name=""Qinghai University"" contact_name=""Mingxia Wang"" lab_name=""College of EcoEnvironmental Engineering""/><Experiment acc=""SRX29837800"" ver=""1"" status=""public"" name=""Raw sequencing data from the survey of Saussurea hypsipeta""/><Study acc=""SRP602527"" name=""Saussurea hypsipeta Diels""/><Organism taxid=""137892"" ScientificName=""Saussurea hypsipeta""/><Sample acc=""SRS25896289"" name=""""/><Instrument DNBSEQ=""DNBSEQ-T7""/><Library_descriptor><LIBRARY_NAME>leaf-2_rep_RNA</LIBRARY_NAME><LIBRARY_STRATEGY>RNA-Seq</LIBRARY_STRATEGY><LIBRARY_SOURCE>TRANSCRIPTOMIC</LIBRARY_SOURCE><LIBRAR..."
saussurea_transcriptome_sra	sra	41410040	PRJNA1355060			"<Run acc=""SRR35971769"" total_spots=""358533368"" total_bases=""53842233175"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>"	2025/12/31	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1355060	A	8	Snow Lotus evidence layer; use for genome/transcriptome/stress support	saussurea_alpine_evidence_sra;saussurea_transcriptome_sra	"<Summary><Title>Hic</Title><Platform instrument_model=""Illumina NovaSeq 6000"">ILLUMINA</Platform><Statistics total_runs=""1"" total_spots=""358533368"" total_bases=""53842233175"" total_size=""30636738797"" load_done=""true"" cluster_name=""public""/></Summary><Submitter acc=""SRA2264526"" center_name=""Wuhan Botanical Garden Chinese Academy Of Sciences"" contact_name=""Ye Xiong"" lab_name=""Wuhan Botanical Garden Chinese Academy Of Sciences""/><Experiment acc=""SRX31021059"" ver=""1"" status=""public"" name=""Hic""/><Study acc=""SRP638132"" name=""Genome Sequencing of Hemisteptia lyrata""/><Organism taxid=""2741401"" ScientificName=""Saussurea lyrata""/><Sample acc=""SRS27012156"" name=""""/><Instrument ILLUMINA=""Illumina NovaSeq 6000""/><Library_descriptor><LIBRARY_NAME>Hemisteptia lyrata_Hic</LIBRARY_NAME><LIBRARY_STRATEGY>Hi-C</LIBRARY_STRATEGY><LIBRARY_SOURCE>GENOMIC</LIBRARY_SOURCE><LIBRARY_SELECTION>PCR</LIBRARY_SELEC..."
saussurea_transcriptome_sra	sra	197488	PRJNA169171			"<Run acc=""SRR516284"" total_spots=""6666667"" total_bases=""600000030"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>"	2013/01/30	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA169171	A	8	Snow Lotus evidence layer; use for genome/transcriptome/stress support	saussurea_alpine_evidence_sra;saussurea_transcriptome_sra	"<Summary><Title>Saussurea involucrata transcriptome</Title><Platform instrument_model=""Illumina HiSeq 2000"">ILLUMINA</Platform><Statistics total_runs=""1"" total_spots=""6666667"" total_bases=""600000030"" total_size=""375630973"" load_done=""true"" cluster_name=""public""/></Summary><Submitter acc=""SRA054934"" center_name=""Institute of Botany, the Chinese Academy of Scienc"" contact_name=""Qiu Jian"" lab_name=""""/><Experiment acc=""SRX156202"" ver=""4"" status=""public"" name=""Saussurea involucrata transcriptome""/><Study acc=""SRP013938"" name=""Saussurea involucrata strain:Maxim Transcriptome or Gene expression""/><Organism taxid=""200489"" ScientificName=""Saussurea involucrata""/><Sample acc=""SRS347120"" name=""""/><Instrument ILLUMINA=""Illumina HiSeq 2000""/><Library_descriptor><LIBRARY_NAME xmlns="""">cDNA library of S. involucrata</LIBRARY_NAME><LIBRARY_STRATEGY xmlns="""">RNA-Seq</LIBRARY_STRATEGY><LIBRARY_SOURCE x..."
saussurea_transcriptome_sra	sra	9188559	PRJNA383290			"<Run acc=""SRR10273299"" total_spots=""62039614"" total_bases=""12407922800"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>"	2019/10/14	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA383290	A	8	Snow Lotus evidence layer; use for genome/transcriptome/stress support	saussurea_alpine_evidence_sra;saussurea_transcriptome_sra	"<Summary><Title>transcriptome data</Title><Platform instrument_model=""Illumina HiSeq 2000"">ILLUMINA</Platform><Statistics total_runs=""1"" total_spots=""62039614"" total_bases=""12407922800"" total_size=""8594319514"" load_done=""true"" cluster_name=""public""/></Summary><Submitter acc=""SRA978606"" center_name=""Panjab University"" contact_name=""savita bains"" lab_name=""Biotechnology""/><Experiment acc=""SRX6986510"" ver=""1"" status=""public"" name=""transcriptome data""/><Study acc=""SRP225509"" name=""Saussurea lappa leaf transcriptome""/><Organism taxid=""324593"" ScientificName=""Dolomiaea costus""/><Sample acc=""SRS5509658"" name=""""/><Instrument ILLUMINA=""Illumina HiSeq 2000""/><Library_descriptor><LIBRARY_NAME>PRJNA383290</LIBRARY_NAME><LIBRARY_STRATEGY>RNA-Seq</LIBRARY_STRATEGY><LIBRARY_SOURCE>TRANSCRIPTOMIC</LIBRARY_SOURCE><LIBRARY_SELECTION>PCR</LIBRARY_SELECTION><LIBRARY_LAYOUT><PAIRED/></LIBRARY_LAYOUT></Lib..."
