dataset_id	accession	species	tissue_or_scope	priority	status	filename	file_type	url	matrix_like
arabidopsis_root_atlas	GSE152766	Arabidopsis thaliana	root	A	download_candidate	GSE152766_sc_40_COPILOT.rds.gz	seurat_rds	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE152nnn/GSE152766/suppl/GSE152766_sc_40_COPILOT.rds.gz	True
arabidopsis_root_atlas	GSE152766	Arabidopsis thaliana	root	A	download_candidate	GSE152766_sc_51_COPILOT.rds.gz	seurat_rds	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE152nnn/GSE152766/suppl/GSE152766_sc_51_COPILOT.rds.gz	True
arabidopsis_root_atlas	GSE152766	Arabidopsis thaliana	root	A	download_candidate	GSE152766_sc_52_COPILOT.rds.gz	seurat_rds	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE152nnn/GSE152766/suppl/GSE152766_sc_52_COPILOT.rds.gz	True
arabidopsis_root_atlas	GSE152766	Arabidopsis thaliana	root	A	download_candidate	GSE152766_sc_53_COPILOT.rds.gz	seurat_rds	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE152nnn/GSE152766/suppl/GSE152766_sc_53_COPILOT.rds.gz	True
arabidopsis_root_atlas	GSE152766	Arabidopsis thaliana	root	A	download_candidate	GSE152766_sc_9_at_COPILOT.rds.gz	seurat_rds	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE152nnn/GSE152766/suppl/GSE152766_sc_9_at_COPILOT.rds.gz	True
arabidopsis_root_atlas	GSE152766	Arabidopsis thaliana	root	A	download_candidate	GSE152766_tnw1_COPILOT.rds.gz	seurat_rds	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE152nnn/GSE152766/suppl/GSE152766_tnw1_COPILOT.rds.gz	True
arabidopsis_root_atlas	GSE152766	Arabidopsis thaliana	root	A	download_candidate	GSE152766_tnw2_COPILOT.rds.gz	seurat_rds	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE152nnn/GSE152766/suppl/GSE152766_tnw2_COPILOT.rds.gz	True
discovered_gse155304	GSE155304	Arabidopsis thaliana	public discovery candidate	A	ncbi_discovery_candidate	GSE155304_RAW.tar	mtx_archive	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSE155304&format=file&file=GSE155304_RAW.tar	True
discovered_gse155304	GSE155304	Arabidopsis thaliana	public discovery candidate	A	ncbi_discovery_candidate	GSE155304_atacseq_integration.rds.gz	seurat_rds	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE155nnn/GSE155304/suppl/GSE155304_atacseq_integration.rds.gz	True
discovered_gse155304	GSE155304	Arabidopsis thaliana	public discovery candidate	A	ncbi_discovery_candidate	GSE155304_rnaseq_integration.rds.gz	seurat_rds	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE155nnn/GSE155304/suppl/GSE155304_rnaseq_integration.rds.gz	True
discovered_gse161040	GSE161040	Mus musculus	public discovery candidate	A	ncbi_discovery_candidate	GSE161040_RAW.tar	mtx_archive	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSE161040&format=file&file=GSE161040_RAW.tar	True
discovered_gse181999	GSE181999	Arabidopsis thaliana	public discovery candidate	A	ncbi_discovery_candidate	GSE181999_RAW.tar	mtx_archive	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSE181999&format=file&file=GSE181999_RAW.tar	True
discovered_gse182507	GSE182507	Medicago truncatula	public discovery candidate	A	ncbi_discovery_candidate	GSE182507_RAW.tar	mtx_archive	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSE182507&format=file&file=GSE182507_RAW.tar	True
discovered_gse196882	GSE196882	Zea mays	public discovery candidate	A	ncbi_discovery_candidate	GSE196882_RAW.tar	mtx_archive	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSE196882&format=file&file=GSE196882_RAW.tar	True
discovered_gse210881	GSE210881	Medicago truncatula	public discovery candidate	A	ncbi_discovery_candidate	GSE210881_sNucRNA-seq_Medicago_integrated_root_atlas.rds.gz	seurat_rds	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE210nnn/GSE210881/suppl/GSE210881_sNucRNA-seq_Medicago_integrated_root_atlas.rds.gz	True
discovered_gse212403	GSE212403	Solanum lycopersicum	public discovery candidate	A	ncbi_discovery_candidate	GSE212403_RAW.tar	mtx_archive	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSE212403&format=file&file=GSE212403_RAW.tar	True
discovered_gse214130	GSE214130	Oryza sativa	public discovery candidate	A	ncbi_discovery_candidate	GSE214130_RAW.tar	mtx_archive	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSE214130&format=file&file=GSE214130_RAW.tar	True
discovered_gse214131	GSE214131	Oryza sativa	public discovery candidate	A	ncbi_discovery_candidate	GSE214131_RAW.tar	mtx_archive	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSE214131&format=file&file=GSE214131_RAW.tar	True
